Title,Alternative Title,Description,Language,Creator,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
"Sketch of the Aleutian Islands : to illustrate Appendix no. 11, 1873","Sketch of the Aleutian Islands : to illustrate Appendix no. 11, 1873",,English,United States Coast Survey,,Nautical Charts,1873,,,Alaska,,https://umedia.lib.umn.edu/item/p16022coll230:2496,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2496/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2496,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2496/manifest.json,UMN_ALMA:9927569560001701,p16022coll230:2496,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Southeastern Alaska and part of British Columbia shewing award of Alaska boundary tribunal, oct. 20th 1903. Topography from Canadian boundary commission, photo-topographic surveys 1893-1895","Southeastern Alaska and part of British Columbia shewing award of Alaska boundary tribunal, oct. 20th 1903. Topography from Canadian boundary commission, photo-topographic surveys 1893-1895",,English,,,,1903,,,Alaska,,https://umedia.lib.umn.edu/item/p16022coll230:2550,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2550/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2550,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2550/manifest.json,UMN_ALMA:9943466850001701,p16022coll230:2550,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Southern California : sheet no. 1,Southern California : sheet no. 1,,English,Geological Survey (U.S.),,,1901,,,California,"-118.5,-116.5,34.5,33.5",https://umedia.lib.umn.edu/item/p16022coll230:2570,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2570/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2570,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2570/manifest.json,UMN_ALMA:9951838740001701,p16022coll230:2570,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Southern California : sheet no. 3,Southern California : sheet no. 3,,English,Geological Survey (U.S.),,,1910,,,California,,https://umedia.lib.umn.edu/item/p16022coll230:2539,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2539/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2539,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2539/manifest.json,UMN_ALMA:9975214826001701,p16022coll230:2539,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Southern part of San Francisco Bay, California","Southern part of San Francisco Bay, California",,English,U.S. Coast and Geodetic Survey,,Nautical Charts,1882,,,California,"-122.45,-121.95,37.7333,37.4167",https://umedia.lib.umn.edu/item/p16022coll230:2567,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2567/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2567,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2567/manifest.json,UMN_ALMA:9919345240001701,p16022coll230:2567,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Southwestern New Mexico,Southwestern New Mexico,,English,United States. Army. Office of the Chief of Engineers,,,1883,,,New Mexico,"-109.0,-106.0,34.0,31.0",https://umedia.lib.umn.edu/item/p16022coll230:2540,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2540/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2540,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2540/manifest.json,UMN_ALMA:9923509600001701,p16022coll230:2540,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Standard map of the Territory of Alaska,Standard map of the Territory of Alaska,,English,"Kroll Map Company, inc",,,1927,,,Alaska,"172.0,-127.0,72.0,50.0",https://umedia.lib.umn.edu/item/p16022coll230:2593,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2593/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2593,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2593/manifest.json,UMN_ALMA:9950021040001701,p16022coll230:2593,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of California,State of California,,English,United States. General Land Office,,Land Grants,1928,,,California,"-124.3667,-114.1167,42.0,32.6167",https://umedia.lib.umn.edu/item/p16022coll230:2617,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2617/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2617,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2617/manifest.json,UMN_ALMA:9974088506201701,p16022coll230:2617,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of California,State of California,,English,United States. General Land Office,,Land Grants,1876,,,California,"-124.4167,-114.1167,-42.0,32.5333",https://umedia.lib.umn.edu/item/p16022coll230:2658,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2658/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2658,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2658/manifest.json,UMN_ALMA:9973999673101701,p16022coll230:2658,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Nevada,State of Nevada,,English,United States. General Land Office,,Military Reservations|Indian Reservations|Railroads,1879,,,Nevada,"-120.0,-114.0,42.0,35.0",https://umedia.lib.umn.edu/item/p16022coll230:2520,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2520/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2520,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2520/manifest.json,UMN_ALMA:9973999689701701,p16022coll230:2520,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Nevada,State of Nevada,,English,United States. General Land Office,,Historical Geography,1892,,,Nevada,,https://umedia.lib.umn.edu/item/p16022coll230:2500,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2500/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2500,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2500/manifest.json,UMN_ALMA:9974759108501701,p16022coll230:2500,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Nevada,State of Nevada,,English,United States. General Land Office,,,1876,,,Nevada,"-120.0,-114.0,42.0,35.0",https://umedia.lib.umn.edu/item/p16022coll230:2501,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2501/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2501,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2501/manifest.json,UMN_ALMA:9973999669901701,p16022coll230:2501,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Nevada,State of Nevada,,English,United States. General Land Office,,,1908,,,Nevada,"-120.2,-114.0,42.0,35.0",https://umedia.lib.umn.edu/item/p16022coll230:2688,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2688/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2688,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2688/manifest.json,UMN_ALMA:9974084157401701,p16022coll230:2688,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Nevada : [base map],State of Nevada : [base map],,English,"Hassan, A. F",,,1922,,,Nevada,"-120.0,-114.0,42.0,35.0",https://umedia.lib.umn.edu/item/p16022coll230:2609,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2609/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2609,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2609/manifest.json,UMN_ALMA:9935788070001701,p16022coll230:2609,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Utah,State of Utah,,English,"Dinsmore, A. F",,Public Lands,1908,,,Utah,,https://umedia.lib.umn.edu/item/p16022coll230:2493,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2493/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2493,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2493/manifest.json,UMN_ALMA:9974050409501701,p16022coll230:2493,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Utah : Compiled from the official records of the General Land Office and other sources,State of Utah : Compiled from the official records of the General Land Office and other sources,,English,United States. General Land Office,,,1926,,,Utah,,https://umedia.lib.umn.edu/item/p16022coll230:2517,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2517/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2517,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2517/manifest.json,UMN_ALMA:9973617492201701,p16022coll230:2517,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
State of Utah compiled from the official records of the General Land Office and other sources,State of Utah compiled from the official records of the General Land Office and other sources,,English,United States. General Land Office,,,1915,,,Utah,,https://umedia.lib.umn.edu/item/p16022coll230:2510,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2510/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2510,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2510/manifest.json,UMN_ALMA:9921027540001701,p16022coll230:2510,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territories of New Mexico & Arizona,Territories of New Mexico & Arizona,,English,United States. Army. Office of the Chief of Engineers,,,1879,,,New Mexico; Arizona,"-115.0,-102.0,38.0,31.0",https://umedia.lib.umn.edu/item/p16022coll230:2566,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2566/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2566,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2566/manifest.json,UMN_ALMA:9921026220001701,p16022coll230:2566,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of Arizona,Territory of Arizona,,English,United States. General Land Office,,,1876,,,Arizona,"-117.4167,-108.8333,37.1667,31.3667",https://umedia.lib.umn.edu/item/p16022coll230:2536,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2536/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2536,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2536/manifest.json,UMN_ALMA:9974029792401701,p16022coll230:2536,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of Arizona,Territory of Arizona,,English,United States. General Land Office,,,1909,,,Arizona,,https://umedia.lib.umn.edu/item/p16022coll230:2537,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2537/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2537,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2537/manifest.json,UMN_ALMA:9974041309001701,p16022coll230:2537,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of Arizona,Territory of Arizona,,English,United States. General Land Office,,,1892,,,Arizona,,https://umedia.lib.umn.edu/item/p16022coll230:2503,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2503/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2503,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2503/manifest.json,UMN_ALMA:9974041003901701,p16022coll230:2503,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of Arizona : map,Territory of Arizona : map,,English,United States. General Land Office,,,1879,,,Arizona,"-114.8667,-109.0,37.0,31.3667",https://umedia.lib.umn.edu/item/p16022coll230:2538,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2538/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2538,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2538/manifest.json,UMN_ALMA:9974048508401701,p16022coll230:2538,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of New Mexico,Territory of New Mexico,,English,United States. General Land Office,,Land Grants,1876,,,New Mexico,"-109.0,-103.0,37.0,31.3333",https://umedia.lib.umn.edu/item/p16022coll230:2535,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2535/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2535,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2535/manifest.json,UMN_ALMA:9974029792601701,p16022coll230:2535,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of New Mexico,Territory of New Mexico,,English,United States. General Land Office,,,1894,,,New Mexico,,https://umedia.lib.umn.edu/item/p16022coll230:2541,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2541/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2541,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2541/manifest.json,UMN_ALMA:9974092596101701,p16022coll230:2541,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of New Mexico,Territory of New Mexico,,English,United States. General Land Office,,Land Grants,1882,,,New Mexico,"-109.0,-103.0,37.0,31.3333",https://umedia.lib.umn.edu/item/p16022coll230:2559,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2559/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2559,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2559/manifest.json,UMN_ALMA:9974055208601701,p16022coll230:2559,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of New Mexico,Territory of New Mexico,,English,United States. General Land Office,,,1896,,,New Mexico,,https://umedia.lib.umn.edu/item/p16022coll230:2494,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2494/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2494,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2494/manifest.json,UMN_ALMA:9974055208901701,p16022coll230:2494,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of New Mexico : 1908,Territory of New Mexico : 1908,,English,United States. General Land Office,,,1908,,,New Mexico,"-109.0,-103.0,37.0,31.0",https://umedia.lib.umn.edu/item/p16022coll230:2556,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2556/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2556,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2556/manifest.json,UMN_ALMA:9974055208801701,p16022coll230:2556,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of Utah,Territory of Utah,,English,United States. General Land Office,,,1879,,,Utah,"-114.0,-109.0,42.0,37.0",https://umedia.lib.umn.edu/item/p16022coll230:2516,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2516/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2516,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2516/manifest.json,UMN_ALMA:9973997805201701,p16022coll230:2516,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of Utah,Territory of Utah,,English,United States. General Land Office,,,1893,,,Utah,,https://umedia.lib.umn.edu/item/p16022coll230:2555,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2555/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2555,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2555/manifest.json,UMN_ALMA:9974048208801701,p16022coll230:2555,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Territory of Utah,Territory of Utah,,English,United States. General Land Office,,,1876,,,Utah,"-114.05,-109.0333,42.0167,36.9833",https://umedia.lib.umn.edu/item/p16022coll230:2562,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2562/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2562,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2562/manifest.json,UMN_ALMA:9974029792801701,p16022coll230:2562,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
The Alaska Railroad : Yanert Fork to Fairbanks,The Alaska Railroad : Yanert Fork to Fairbanks,,English,Geological Survey (U.S.),,Alaska Railroad|Alaska Railroad,1924,,,Alaska,"-151.1667,-146.6667,65.5,63.6667",https://umedia.lib.umn.edu/item/p16022coll230:2579,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2579/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2579,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2579/manifest.json,UMN_ALMA:9974083100501701,p16022coll230:2579,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
The Federal Aid Highway System progress map : [California],The Federal Aid Highway System progress map : [California],,English,United States. Bureau of Public Roads,,Federal Highway Program (u.s.)|Federal Aid to Transportation|Roads|Transportation,1929,,,California,"-124.4167,-114.1167,42.0,32.5333",https://umedia.lib.umn.edu/item/p16022coll230:2679,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2679/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2679,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2679/manifest.json,UMN_ALMA:9917838950001701,p16022coll230:2679,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
The Federal Aid Highway System progress map : [California],The Federal Aid Highway System progress map : [California],,English,United States. Bureau of Public Roads,,Federal Highway Program (u.s.)|Federal Aid to Transportation|Roads|Transportation,1929,,,California,"-124.4167,-114.1167,42.0,32.5333",https://umedia.lib.umn.edu/item/p16022coll230:2653,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2653/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2653,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2653/manifest.json,UMN_ALMA:9917838950001701,p16022coll230:2653,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
The Federal Aid Highway System progress map : [Utah],The Federal Aid Highway System progress map : [Utah],,English,United States. Bureau of Public Roads,,Federal Highway Program (u.s.)|Roads|Federal Aid to Transportation|Transportation,1927,,,Utah,"-114.0,-109.0,42.0,37.0",https://umedia.lib.umn.edu/item/p16022coll230:2682,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2682/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2682,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2682/manifest.json,UMN_ALMA:9949977500001701,p16022coll230:2682,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
The gold and coal fields of Alaska : together with the principal steamer routes and trails,The gold and coal fields of Alaska : together with the principal steamer routes and trails,,English,Geological Survey (U.S.),,Gold|Coal|Steamboat Lines|Trails,1898,,,Alaska,"-170.0,-118.0,62.0,54.0",https://umedia.lib.umn.edu/item/p16022coll230:2521,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/2521/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/2521,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/2521/manifest.json,UMN_ALMA:9943456270001701,p16022coll230:2521,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-11-08,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
